#{"t_start": 1754743158.517612, "env_id": "None"}
r,l,t
661.546226,2,26391.942317
637.831603,1,26392.591028
633.484332,1,26393.208714
373.299737,2,26393.882658
632.694568,1,26394.530378
229.0,1,26394.915541
632.896155,1,26395.608925
629.970435,1,26396.277225
629.166898,2,26396.959049
633.602778,1,26397.629092
663.271726,1,26398.273602
632.644298,3,26399.028992
633.59803,2,26399.764773
634.698102,1,26400.427036
224.49183,5,26400.891726
638.360081,1,26401.573859
632.428695,3,26402.289782
639.207588,1,26402.978914
225.601021,4,26403.406425
632.597903,2,26404.073231
227.875001,2,26404.493241
638.180727,1,26405.161782
631.595186,2,26405.790993
229.0,1,26406.144972
225.450071,4,26406.628422
632.464976,2,26407.311648
666.50502,1,26407.956161
636.309203,1,26408.612948
631.713132,3,26409.290856
225.273388,4,26409.726968
229.0,1,26410.142207
637.042214,1,26410.790567
229.0,1,26411.144545
229.0,1,26411.51118
638.847938,4,26412.230041
229.0,1,26412.592515
639.66087,2,26413.342795
634.379637,1,26413.991186
229.0,1,26414.355912
661.613687,3,26415.046445
229.0,1,26415.407842
226.769172,3,26415.838194
634.133341,1,26416.508405
662.854646,1,26417.192418
229.0,1,26417.558327
635.069683,3,26418.261425
632.849376,1,26418.923378
638.540873,1,26419.577424
363.086078,3,26420.310663
636.359176,1,26420.963874
634.539531,3,26421.656184
229.0,1,26422.022951
226.754668,3,26422.422898
227.877779,2,26422.827771
639.748885,1,26423.471783
661.125177,2,26424.144083
638.373048,2,26424.810934
630.908383,1,26425.403382
631.821693,5,26426.160271
638.595797,1,26426.812378
628.604023,1,26427.560437
637.603489,2,26428.257575
634.47573,1,26428.920737
229.0,1,26429.293198
662.811597,1,26429.925107
227.777294,2,26430.326452
229.0,1,26430.688662
227.8965,2,26431.120991
636.75009,1,26431.765558
229.0,1,26432.126011
637.705321,1,26432.774734
633.490849,1,26433.438642
634.622726,1,26434.07348
226.659614,3,26434.540729
638.890067,1,26435.188805
227.88032,2,26435.573711
634.611682,1,26436.222793
636.040711,1,26436.876823
636.965272,1,26437.504697
634.867132,1,26438.209203
229.0,1,26438.570024
229.0,1,26438.955753
224.150867,5,26439.425581
633.423508,3,26440.11262
636.988897,1,26440.770083
641.161859,1,26441.492045
375.38734,2,26442.203434
641.424444,1,26442.851457
227.838694,2,26443.240698
639.455097,1,26443.868048
363.110964,1,26444.469013
634.445652,2,26445.171963
632.933601,1,26445.869805
229.0,1,26446.236393
639.898059,1,26446.855179
628.111084,5,26447.618737
345.532904,2,26448.242123
639.414828,1,26448.944185
229.0,1,26449.317509
627.263136,1,26449.969341
345.863864,3,26450.625136
632.276002,1,26451.287051
229.0,1,26451.652392
634.704082,1,26452.387298
665.842631,1,26453.004513
227.779804,2,26453.417134
637.823869,1,26454.052138
639.639419,1,26454.688166
666.12299,1,26455.326124
639.514148,1,26456.005444
636.465743,1,26456.657638
226.737301,3,26457.051632
639.246395,1,26457.769356
571.10266,9,26458.640039
229.0,1,26459.018051
631.1931,1,26459.723752
634.723895,1,26460.386204
224.458148,5,26460.822254
229.0,1,26461.18622
632.115406,3,26461.924027
633.714693,1,26462.588158
229.0,1,26462.984458
634.124808,1,26463.640913
630.577573,2,26464.321357
229.0,1,26464.686666
627.943049,2,26465.391553
229.0,1,26465.766037
637.034503,3,26466.499316
633.848676,1,26467.156382
637.78501,1,26467.805227
632.507756,1,26468.469778
632.403621,2,26469.134382
637.170179,1,26469.785573
638.379797,1,26470.502959
227.84268,2,26470.886196
229.0,1,26471.254753
636.978066,1,26471.90505
226.647469,3,26472.319438
229.0,1,26472.683724
229.0,1,26473.052
229.0,1,26473.439035
631.20753,1,26474.142521
633.808289,1,26474.805577
664.030822,1,26475.489256
631.064855,1,26476.155522
637.077079,1,26476.816112
328.117414,3,26477.502748
632.014862,7,26478.314958
229.0,1,26478.682608
227.854839,2,26479.071205
635.005372,3,26479.788503
225.609812,4,26480.24946
637.399617,1,26480.924996
229.0,1,26481.282419
329.873579,5,26482.001118
229.0,1,26482.34937
639.702614,1,26482.99928
350.827685,1,26483.597806
320.837011,2,26484.240652
635.887656,1,26484.939102
633.962294,1,26485.607363
635.768031,1,26486.287886
226.728095,3,26486.704439
667.609288,1,26487.340899
637.221178,1,26487.990162
639.615069,2,26488.71507
638.879583,1,26489.371178
229.0,1,26489.734406
633.353738,1,26490.434424
633.798396,2,26491.118974
224.513474,5,26491.581492
663.31629,1,26492.252147
227.884915,2,26492.665243
634.423092,1,26493.319488
578.420779,3,26494.047909
229.0,1,26494.403962
662.362235,2,26495.068512
636.389284,1,26495.713349
333.493129,1,26496.323368
227.879056,2,26496.731296
634.836398,1,26497.402312
634.285875,2,26498.08716
229.0,1,26498.451993
628.841626,1,26499.168771
227.870273,2,26499.553639
227.889417,2,26499.9632
638.294892,1,26500.633031
639.445974,1,26501.285978
634.028203,2,26502.017115
372.599922,4,26502.766905
640.213884,1,26503.416573
635.594785,2,26504.132273
638.584716,1,26504.784433
641.242512,1,26505.433787
629.932901,1,26506.119358
635.679528,1,26506.803438
664.280424,1,26507.448752
661.952055,2,26508.121097
632.405298,1,26508.719673
630.550069,2,26509.416201
638.703515,3,26510.182975
640.71503,1,26510.819648
229.0,1,26511.181806
626.307056,3,26511.881574
639.921329,1,26512.568995
633.331326,3,26513.300206
337.768559,1,26513.933752
637.471109,4,26514.652572
227.820724,2,26515.04659
638.643379,1,26515.702697
664.275507,1,26516.352093
641.873851,1,26516.981456
229.0,1,26517.364357
638.33894,2,26518.044776
225.509865,4,26518.486204
640.306841,1,26519.144653
378.093403,1,26519.745664
374.986721,2,26520.418217
628.130631,1,26521.114242
637.378868,1,26521.783954
641.415149,1,26522.383193
634.71149,1,26523.029034
634.266247,1,26523.731349
225.539968,4,26524.184666
227.874241,2,26524.598999
641.888283,1,26525.212928
640.984663,1,26525.862113
639.654927,2,26526.538169
632.376218,1,26527.21764
639.552283,1,26527.868204
229.0,1,26528.26187
633.269433,2,26528.94974
639.166421,1,26529.595095
229.0,1,26529.963702
638.734651,2,26530.631581
633.563889,2,26531.350459
340.762603,1,26531.976825
640.18307,2,26532.646309
631.565473,2,26533.31519
633.014632,2,26533.981674
636.300049,1,26534.647039
633.498868,1,26535.314932
639.879059,1,26536.011899
627.339496,1,26536.678752
640.049285,1,26537.333082
641.545078,1,26537.961607
229.0,1,26538.319523
634.98673,1,26538.978099
633.977044,1,26539.633881
634.139009,1,26540.347854
370.272034,1,26540.9499
637.120758,2,26541.645729
229.0,1,26541.999982
226.724528,3,26542.413054
357.750481,2,26543.049535
632.747085,4,26543.816336
631.504344,1,26544.482798
633.908627,1,26545.147972
631.466018,4,26545.900391
628.616212,1,26546.567333
223.416469,6,26547.04454
229.0,1,26547.44951
637.709966,1,26548.143078
632.416924,2,26548.818793
632.352248,2,26549.492105
640.50148,1,26550.176238
639.772082,3,26550.841812
227.889244,2,26551.243103
633.499719,1,26551.899328
639.759453,2,26552.559453
229.0,1,26552.930081
229.0,1,26553.315437
635.650106,1,26553.975288
635.338848,1,26554.660312
637.867711,1,26555.342603
639.308359,1,26555.994982
637.236022,2,26556.663979
635.566488,2,26557.281682
638.674178,1,26557.931737
633.930676,1,26558.644116
640.609204,1,26559.311569
229.0,1,26559.679387
640.491819,2,26560.343633
664.713476,1,26560.968567
356.599134,1,26561.561547
227.89272,2,26561.933757
633.633698,1,26562.645028
633.811545,1,26563.331295
635.753172,1,26563.99066
635.07546,1,26564.6419
635.368016,1,26565.310364
640.159403,1,26565.980704
628.437942,1,26566.674988
348.171124,1,26567.275561
229.0,1,26567.634411
227.858961,2,26568.007971
361.404576,1,26568.675415
634.078813,1,26569.330826
229.0,1,26569.694182
632.331673,3,26570.476596
661.985803,3,26571.161536
638.834869,2,26571.89354
632.709444,2,26572.544775
226.736009,3,26572.963133
633.597339,1,26573.635551
633.848348,2,26574.345646
637.83317,1,26574.981207
634.540147,1,26575.676291
229.0,1,26576.024494
634.367456,1,26576.69155
634.526542,1,26577.330357
635.912496,1,26578.024574
350.559137,1,26578.629849
338.951707,1,26579.239293
633.03269,2,26579.915351
640.408447,1,26580.573756
633.269591,1,26581.246064
229.0,1,26581.646092
635.243045,1,26582.299885
639.522159,2,26582.976234
629.752382,1,26583.648514
630.564394,1,26584.292413
661.603077,3,26584.96563
663.442856,1,26585.677713
363.802933,1,26586.32614
227.871806,2,26586.70701
640.262851,1,26587.356857
226.656024,3,26587.762077
361.659077,1,26588.395884
358.499351,1,26589.074785
635.744912,1,26589.739281
633.080378,1,26590.38995
631.958324,1,26591.043298
229.0,1,26591.408229
229.0,1,26591.756263
635.587924,1,26592.406371
227.866586,2,26592.83071
229.0,1,26593.190044
634.415397,1,26593.857707
630.678858,4,26594.592936
634.171917,1,26595.244969
665.760065,1,26595.87541
639.288557,1,26596.559406
632.804808,1,26597.22499
332.803564,1,26597.828115
639.068965,1,26598.490057
329.360207,1,26599.143581
638.074704,1,26599.790773
229.0,1,26600.174725
229.0,1,26600.570696
629.965524,1,26601.245324
639.540709,1,26602.018729
629.651814,1,26602.724537
663.898982,1,26603.392354
229.0,1,26603.782568
634.689546,1,26604.455025
227.889096,2,26604.855551
633.909936,2,26605.570245
364.962931,1,26606.210635
633.717821,1,26606.87217
229.0,1,26607.223382
635.627743,3,26608.007388
227.802209,2,26608.411038
639.08734,2,26609.091786
640.286701,1,26609.760263
634.66677,1,26610.420776
362.217815,1,26611.004665
370.926675,2,26611.672585
632.084282,2,26612.378587
632.935581,3,26613.10507
634.038629,1,26613.753177
664.083631,1,26614.393414
633.527779,1,26615.044962
227.88551,2,26615.443083
635.046779,2,26616.143987
227.845004,2,26616.536619
635.1295,1,26617.219551
635.268016,1,26617.922783
229.0,1,26618.277956
635.501868,1,26618.976033
629.869374,1,26619.669019
229.0,1,26620.020475
630.535313,2,26620.74268
229.0,1,26621.094924
227.881678,2,26621.473391
229.0,1,26621.82458
229.0,1,26622.223784
634.309045,1,26622.869064
355.640397,1,26623.524884
662.859195,1,26624.176106
665.579947,1,26624.819984
638.353328,1,26625.492916
227.887481,2,26625.889028
229.0,1,26626.288838
640.483848,1,26626.924422
635.27853,2,26627.613325
631.403257,1,26628.260355
633.887444,1,26628.922265
229.0,1,26629.275083
639.1456,1,26629.996838
633.906839,1,26630.670541
642.375934,1,26631.275028
627.693807,1,26631.942358
625.623148,1,26632.603987
632.306154,2,26633.269209
637.992864,1,26633.958389
633.495673,2,26634.636048
353.673564,2,26635.337167
634.203933,1,26635.974432
226.720772,3,26636.391204
638.744873,1,26637.035503
631.245206,2,26637.75579
635.901145,1,26638.373034
633.1313,1,26639.055543
229.0,1,26639.402017
580.438166,3,26640.072395
629.810036,5,26640.821217
635.113467,6,26641.641219
632.736062,5,26642.403132
633.003214,1,26643.068882
582.702534,1,26643.723037
229.0,1,26644.09055
229.0,1,26644.459263
632.566684,4,26645.223968
226.750209,3,26645.651486
633.77582,1,26646.32002
226.55863,3,26646.738849
634.482539,1,26647.386129
633.671889,2,26648.093456
226.720768,3,26648.534739
638.008023,2,26649.20956
634.406473,1,26649.8879
639.767969,2,26650.556581
222.108166,7,26651.08726
631.807086,1,26651.770028
640.632842,1,26652.455073
636.618217,1,26653.107624
229.0,1,26653.470933
635.35279,1,26654.116981
637.613364,1,26654.767648
229.0,1,26655.184115
632.782744,1,26655.850416
229.0,1,26656.206102
632.597425,1,26656.853097
229.0,1,26657.222715
229.0,1,26657.5833
229.0,1,26657.934056
229.0,1,26658.337008
636.03424,1,26659.015467
663.864428,2,26659.705916
664.461186,1,26660.387198
227.888933,2,26660.772423
635.482065,1,26661.435941
631.599467,2,26662.187347
634.971893,1,26662.855236
634.083709,2,26663.549432
667.659533,1,26664.220345
634.199751,1,26664.884983
367.81251,2,26665.506015
227.879725,2,26665.907889
637.983798,1,26666.553068
661.607734,1,26667.171926
638.855168,1,26667.854981
323.67344,1,26668.441669
229.0,1,26668.826923
638.677946,1,26669.518616
633.083693,1,26670.171647
663.281446,1,26670.833663
229.0,1,26671.185196
229.0,1,26671.537976
634.45065,1,26672.200643
227.866968,2,26672.621132
629.295882,1,26673.299215
227.75459,2,26673.688523
633.502161,1,26674.353384
353.612573,1,26674.965541
356.375879,2,26675.648953
666.61475,1,26676.308103
640.443133,2,26676.970777
639.683169,1,26677.621009
223.341366,6,26678.113908
634.664229,1,26678.767611
633.891976,2,26679.448018
632.399534,1,26680.148201
634.266946,1,26680.785216
227.887727,2,26681.170561
663.139702,1,26681.806137
636.2325,1,26682.467427
640.682891,1,26683.114494
636.053093,1,26683.814999
227.84775,2,26684.198697
637.588207,1,26684.866484
638.980382,3,26685.620758
634.154813,1,26686.347385
637.3961,1,26687.014553
639.616026,2,26687.735363
357.337725,1,26688.317938
634.049217,1,26688.983741
638.762115,3,26689.683173
633.275542,2,26690.333392
639.124558,3,26691.036327
638.768729,1,26691.683181
634.003129,1,26692.353941
376.45048,2,26693.018481
634.997147,1,26693.700632
640.353097,1,26694.367388
633.339741,1,26695.05066
640.851439,1,26695.695502
666.837051,1,26696.332735
635.937873,1,26697.018186
625.459915,1,26697.619542
229.0,1,26697.983286
637.844533,2,26698.713412
634.364352,1,26699.368804
630.545099,1,26700.031661
229.0,1,26700.379464
637.01343,2,26701.050599
629.527348,7,26701.848872
348.638569,1,26702.484552
634.785966,1,26703.148757
229.0,1,26703.519123
229.0,1,26703.87131
353.096061,1,26704.482099
227.823134,2,26704.878016
227.895644,2,26705.295715
635.841723,2,26706.015478
633.087569,2,26706.701684
577.008501,1,26707.313475
377.087799,1,26707.964592
227.876431,2,26708.346169
639.139504,2,26709.045896
636.039495,1,26709.717984
638.606389,2,26710.386455
664.874036,1,26711.028504
634.086354,1,26711.645518
635.143891,5,26712.415534
638.068969,2,26713.078834
633.967999,1,26713.780206
638.739365,1,26714.443896
639.069787,2,26715.111929
632.640671,1,26715.781038
636.411029,1,26716.432238
634.715406,3,26717.13706
634.410299,1,26717.828087
357.613604,1,26718.494476
632.708119,3,26719.217369
636.161836,1,26719.86485
223.170456,6,26720.398491
229.0,1,26720.777627
227.891654,2,26721.145603
226.668255,3,26721.583684
629.479184,5,26722.361359
634.238556,4,26723.100057
630.069162,5,26723.866856
630.537185,4,26724.627295
633.150532,1,26725.277809
640.974354,2,26725.946845
632.8662,2,26726.611361
633.792223,1,26727.279232
636.728513,1,26727.911403
639.005704,1,26728.599879
632.541376,2,26729.282979
636.015905,1,26729.927958
638.800609,3,26730.64712
633.766782,2,26731.343753
229.0,1,26731.70371
636.562548,2,26732.411872
632.255952,1,26733.061867
638.65806,2,26733.765743
632.772674,3,26734.461721
633.86921,1,26735.100105
634.477431,1,26735.796961
229.0,1,26736.160305
227.838517,2,26736.548987
229.0,1,26736.909985
227.849138,2,26737.31143
229.0,1,26737.676404
629.600869,2,26738.349069
634.286881,1,26739.017698
635.228951,1,26739.683831
229.0,1,26740.04738
639.841295,1,26740.662744
625.574895,3,26741.415306
633.485162,1,26742.076127
636.162799,2,26742.786186
636.336018,2,26743.465337
641.009385,1,26744.112804
640.795864,1,26744.746439
229.0,1,26745.098148
227.894432,2,26745.511694
229.0,1,26745.909721
229.0,1,26746.278432
636.218776,2,26746.940935
227.836894,2,26747.330153
366.760991,1,26747.942883
227.896712,2,26748.347878
636.188965,1,26749.008444
640.815386,1,26749.681228
225.595369,4,26750.128345
229.0,1,26750.49425
229.0,1,26750.860305
226.786778,3,26751.281235
635.839536,1,26751.948203
350.968332,1,26752.55103
227.88348,2,26752.975374
641.801168,1,26753.623677
227.819467,2,26754.014477
663.570651,2,26754.711391
229.0,1,26755.079503
229.0,1,26755.430021
636.684193,1,26756.091654
638.841826,1,26756.807731
227.819378,2,26757.192888
634.684822,1,26757.858282
226.625012,3,26758.299906
639.938143,1,26758.961653
638.943947,1,26759.611166
625.652396,2,26760.324412
229.0,1,26760.690758
640.415524,1,26761.346296
229.0,1,26761.713866
229.0,1,26762.059038
229.0,1,26762.413243
666.297792,1,26763.064961
633.908936,1,26763.742321
332.839354,1,26764.344524
639.870154,2,26765.027789
226.623541,3,26765.441855
229.0,1,26765.807743
639.357984,1,26766.448106
226.716261,3,26766.912922
630.089118,1,26767.557779
337.879334,2,26768.193823
374.319285,1,26768.844223
229.0,1,26769.201441
640.291295,1,26769.857046
229.0,1,26770.229205
638.885048,2,26770.990383
223.374674,6,26771.457343
639.505339,1,26772.11272
631.757715,3,26772.84004
634.380449,1,26773.510295
229.0,1,26773.881128
662.123115,1,26774.57503
633.679319,1,26775.228827
361.507376,2,26775.845066
638.029045,3,26776.565372
641.326095,1,26777.226957
634.423913,1,26777.88291
227.832629,2,26778.313102
641.40711,1,26778.941215
639.669519,2,26779.624175
634.066049,1,26780.293239
634.10843,2,26780.998373
661.986867,3,26781.660856
636.347423,1,26782.356762
635.557428,1,26783.007598
631.959598,2,26783.689398
637.110155,1,26784.337762
632.636636,2,26785.042295
229.0,1,26785.409827
636.079705,1,26786.087475
229.0,1,26786.441705
227.892783,2,26786.822783
354.188793,2,26787.462333
225.468387,4,26787.923701
629.373872,1,26788.592752
229.0,1,26788.954856
637.368556,1,26789.644595
229.0,1,26789.994369
337.931041,1,26790.608167
662.084485,2,26791.244251
630.314438,4,26791.994225
634.028361,1,26792.660489
638.619577,1,26793.362429
636.790795,1,26793.987815
628.960044,2,26794.681279
229.0,1,26795.037927
628.770653,9,26795.854254
633.743499,1,26796.491787
637.500579,1,26797.141577
634.179795,1,26797.841004
640.71463,1,26798.488188
636.565323,1,26799.143948
637.263637,4,26799.854111
634.355649,2,26800.576472
641.57612,1,26801.202786
634.380138,2,26801.87136
640.204081,1,26802.521028
629.73468,1,26803.173344
634.282304,1,26803.830367
229.0,1,26804.225583
635.442698,1,26804.909378
632.490448,4,26805.654093
636.940799,1,26806.303707
229.0,1,26806.664361
635.000083,1,26807.307143
229.0,1,26807.70686
636.586335,2,26808.377003
229.0,1,26808.736994
641.150634,1,26809.388611
639.465424,1,26810.025803
638.800181,1,26810.707081
379.81808,1,26811.356481
639.401937,1,26811.954881
229.0,1,26812.310097
229.0,1,26812.68704
633.892114,1,26813.334993
632.840235,2,26814.022655
664.948512,1,26814.659783
635.450052,1,26815.33635
226.731635,3,26815.770239
638.060755,1,26816.422138
632.804524,1,26817.069794
630.588082,3,26817.744756
635.93483,2,26818.419776
634.838848,1,26819.168888
229.0,1,26819.535522
632.394902,2,26820.225196
227.875384,2,26820.621593
635.135168,1,26821.322057
631.827503,1,26821.974621
629.747112,1,26822.667474
225.615515,4,26823.121557
635.745625,1,26823.773292
229.0,1,26824.136983
664.292485,1,26824.789214
625.785088,2,26825.44409
229.0,1,26825.850573
632.14738,2,26826.587552
637.264826,2,26827.252518
632.384636,2,26827.941467
663.125076,1,26828.604426
639.399816,1,26829.234754
229.0,1,26829.650226
632.481391,2,26830.323613
633.944355,1,26831.022622
229.0,1,26831.370635
630.406191,4,26832.091547
631.085786,2,26832.770548
376.705592,1,26833.453038
634.749346,1,26834.153127
628.600996,2,26834.801747
225.548534,4,26835.218151
229.0,1,26835.575138
641.756689,1,26836.233987
633.041441,1,26836.936969
369.298028,1,26837.55138
639.603348,1,26838.224944
662.25176,2,26838.90124
229.0,1,26839.2563
321.005114,4,26839.951181
229.0,1,26840.322774
634.684153,3,26841.084511
634.513249,2,26841.75616
637.06946,1,26842.417334
637.722143,1,26843.069576
225.524395,4,26843.520665
637.686374,1,26844.199992
227.807229,2,26844.615798
227.810635,2,26845.005968
638.108279,1,26845.670419
635.070016,1,26846.352705
635.735676,2,26847.024747
634.032015,1,26847.701979
638.842803,1,26848.418364
229.0,1,26848.783408
634.288238,1,26849.454688
661.002576,5,26850.19185
226.69086,3,26850.622209
662.824523,3,26851.274127
636.160999,2,26851.936651
577.983368,2,26852.618774
365.547998,1,26853.220052
229.0,1,26853.584267
636.345132,1,26854.258585
229.0,1,26854.615976
633.495587,1,26855.338365
229.0,1,26855.685047
640.846316,1,26856.334834
639.410099,1,26856.989641
630.934461,4,26857.70159
639.494002,2,26858.365383
632.747705,2,26859.002874
633.140119,1,26859.665757
334.65525,2,26860.299531
352.111964,1,26860.901985
637.905253,1,26861.556926
227.899472,2,26861.964968
641.287783,1,26862.637769
632.493885,2,26863.304354
635.748734,1,26863.948319
229.0,1,26864.314805
227.877786,2,26864.715694
638.794101,3,26865.436299
357.360388,1,26866.073134
637.204736,3,26866.786113
576.768249,2,26867.530352
633.943506,1,26868.188871
641.988468,1,26868.836119
227.894087,2,26869.238475
225.588969,4,26869.703692
637.808225,1,26870.388527
633.423012,1,26871.05363
638.949042,1,26871.70117
634.248916,1,26872.396376
229.0,1,26872.754014
355.171776,3,26873.505944
229.0,1,26873.869766
229.0,1,26874.21685
634.689337,1,26874.898647
634.268351,1,26875.565948
632.904728,1,26876.215716
229.0,1,26876.580575
227.872521,2,26877.033316
661.301166,1,26877.649499
229.0,1,26877.997044
639.685505,1,26878.647291
631.897385,2,26879.316303
630.365322,1,26879.966654
343.378651,1,26880.595667
229.0,1,26880.949172
662.754003,1,26881.5812
229.0,1,26881.952046
229.0,1,26882.314029
636.401389,1,26882.963367
631.385359,3,26883.619099
633.642539,2,26884.330267
635.288651,3,26885.054602
575.449678,2,26885.76453
229.0,1,26886.131304
634.763704,1,26886.786757
634.152893,2,26887.496437
639.760072,1,26888.166684
229.0,1,26888.546391
357.761924,1,26889.185624
634.701718,1,26889.887403
229.0,1,26890.250389
636.731145,1,26890.897439
634.091367,2,26891.638133
636.144594,1,26892.32936
227.84508,2,26892.718117
632.332136,1,26893.380818
638.36093,3,26894.133999
636.22697,1,26894.784813
629.563013,3,26895.462696
229.0,1,26895.847386
632.13025,3,26896.532854
226.729751,3,26896.967838
640.04916,1,26897.631533
229.0,1,26897.99702
625.766355,1,26898.651091
229.0,1,26899.051211
637.254017,1,26899.697365
632.639288,3,26900.462589
642.246392,1,26901.134459
630.677454,1,26901.783151
638.673802,1,26902.478099
227.766772,2,26902.867588
627.965161,2,26903.55211
632.708101,1,26904.200746
632.783914,2,26904.897514
224.407746,5,26905.364205
664.309088,1,26906.030715
623.922956,5,26906.811449
639.126771,1,26907.467553
229.0,1,26907.861452
640.555265,1,26908.511754
665.320623,1,26909.169567
227.883397,2,26909.560815
227.89239,2,26909.984211
625.967092,1,26910.677324
637.037465,2,26911.371546
638.502125,1,26912.030112
229.0,1,26912.395361
633.607572,1,26913.030776
632.271962,6,26913.862401
224.353869,5,26914.316937
662.897447,1,26914.964714
627.658256,2,26915.630081
357.903923,1,26916.316175
227.885619,2,26916.699497
664.351516,1,26917.39448
635.802112,1,26918.052134
634.482958,4,26918.765116
638.994399,2,26919.462018
635.674866,1,26920.110783
632.716269,2,26920.829926
229.0,1,26921.193977
635.857157,1,26921.848775
635.002639,1,26922.510075
633.726169,1,26923.162534
640.752188,1,26923.818742
625.560564,1,26924.430775
225.399865,4,26924.932955
664.401587,2,26925.616176
227.895138,2,26925.994446
224.500024,5,26926.481926
631.449969,2,26927.145636
229.0,1,26927.498343
229.0,1,26927.896461
310.694819,1,26928.512633
638.967419,1,26929.112944
635.285422,1,26929.760957
635.793775,1,26930.429658
229.0,1,26930.781543
632.215821,3,26931.51679
635.744372,1,26932.196154
227.874516,2,26932.581272
639.901444,1,26933.231436
633.681478,1,26933.881034
632.162776,1,26934.512043
660.580153,2,26935.234539
341.98134,1,26935.834877
635.2262,1,26936.493754
662.056437,1,26937.142577
634.923178,1,26937.797515
229.0,1,26938.160019
638.816339,1,26938.848285
633.606013,2,26939.544303
227.863348,2,26939.92937
639.015857,2,26940.608944
632.02695,1,26941.264015
227.899365,2,26941.644886
227.868733,2,26942.028047
638.245422,3,26942.780716
229.0,1,26943.140234
635.343426,1,26943.796957
631.442505,1,26944.463786
229.0,1,26944.824549
376.564609,1,26945.466975
641.353733,1,26946.161718
630.825474,4,26946.924577
663.348028,1,26947.530022
316.665738,2,26948.160166
229.0,1,26948.526886
227.794737,2,26948.882541
634.756882,1,26949.558076
642.301372,1,26950.230749
636.969311,1,26950.895176
345.237657,1,26951.496662
229.0,1,26951.862933
634.453574,2,26952.560731
632.431648,3,26953.323623
229.0,1,26953.690176
639.742564,1,26954.344329
634.651487,1,26954.97367
229.0,1,26955.325082
632.871002,2,26956.015096
227.837827,2,26956.398005
631.189213,2,26957.11275
635.146248,1,26957.788721
374.99704,1,26958.46052
634.794442,1,26959.129106
636.44013,1,26959.792654
641.297579,1,26960.458091
229.0,1,26960.856635
639.626898,1,26961.506134
635.475387,2,26962.208149
630.638261,1,26962.858733
629.825337,4,26963.592334
229.0,1,26963.947797
634.785661,1,26964.659852
227.874993,2,26965.045218
639.933294,3,26965.728473
229.0,1,26966.108791
635.340844,1,26966.75977
227.875265,2,26967.156508
229.0,1,26967.529189
664.1159,4,26968.306008
632.081256,3,26969.0887
625.152238,2,26969.726218
631.220919,2,26970.437636
629.502188,2,26971.110263
229.0,1,26971.459796
626.2884,2,26972.206036
638.120606,1,26972.856979
634.248939,1,26973.505565
630.747414,6,26974.272654
633.263899,2,26974.994413
639.953415,1,26975.644557
229.0,1,26976.055498
369.550832,1,26976.725952
361.215896,1,26977.343479
637.128075,2,26978.038564
632.893214,2,26978.744471
637.12504,1,26979.421961
627.563766,1,26980.153349
634.831966,1,26980.790286
635.574437,2,26981.488616
227.884508,2,26981.873784
665.078028,3,26982.522748
222.228378,7,26983.062897
632.597076,2,26983.809931
227.836276,2,26984.206349
627.999806,1,26984.821713
634.628467,1,26985.490206
641.169128,1,26986.096029
635.019235,1,26986.776714
345.458309,1,26987.410351
227.80342,2,26987.778889
229.0,1,26988.137648
227.851191,2,26988.530319
229.0,1,26988.924273
631.795564,3,26989.637395
639.197908,1,26990.287387
633.786606,2,26991.005148
226.719429,3,26991.411325
638.27896,2,26992.123399
666.24518,1,26992.773233
634.437112,1,26993.421872
633.82781,1,26994.059742
640.251399,1,26994.753537
641.645901,1,26995.409286
627.453869,1,26996.007137
637.683793,2,26996.707983
639.261299,1,26997.385204
229.0,1,26997.741138
632.285623,3,26998.486658
634.998055,1,26999.142462
371.333763,1,26999.740774
636.130363,1,27000.408912
356.97724,1,27001.006742
640.941465,1,27001.653599
636.390507,1,27002.405631
640.534965,1,27003.054234
229.0,1,27003.425013
639.155408,1,27004.089607
635.639985,1,27004.736182
229.0,1,27005.091391
633.860978,1,27005.773864
631.091513,2,27006.436329
229.0,1,27006.805865
376.676265,1,27007.502359
638.656788,1,27008.158182
635.281594,2,27008.841327
638.333686,1,27009.519423
632.446371,2,27010.174403
640.845214,1,27010.84129
638.016714,1,27011.490749
634.443694,1,27012.141305
365.835411,1,27012.786163
639.065298,1,27013.473675
662.096774,1,27014.089911
367.038933,2,27014.705334
360.009083,1,27015.368919
632.781689,2,27016.040555
334.344155,4,27016.769724
640.092867,1,27017.436521
637.226766,1,27018.055969
637.618291,2,27018.737256
631.034163,1,27019.384343
659.564687,2,27020.02177
639.919652,1,27020.720136
574.794499,1,27021.336056
577.896264,4,27022.02516
372.092517,1,27022.690264
641.056685,1,27023.301587
633.442484,2,27023.982881
634.602169,1,27024.667857
639.927033,1,27025.35641
639.39363,1,27026.023362
634.372659,1,27026.673049
229.0,1,27027.036391
229.0,1,27027.416869
663.998626,1,27028.123073
636.27933,1,27028.783791
638.357076,2,27029.400095
633.808296,1,27030.088537
229.0,1,27030.475239
634.442094,1,27031.150305
635.856611,1,27031.820556
633.824953,1,27032.505733
349.951635,3,27033.152734
634.416992,3,27033.842646
227.81451,2,27034.256177
229.0,1,27034.634763
638.090142,1,27035.283456
634.65801,1,27035.972392
629.282912,1,27036.631751
633.50785,1,27037.286675
638.768532,2,27037.915985
637.881853,2,27038.599771
227.895794,2,27038.983313
357.410651,1,27039.636165
635.348174,1,27040.28846
634.705747,1,27040.967063
