#{"t_start": 1755046992.0441716, "env_id": "None"}
r,l,t
630.345656,2,3389.931048
632.783011,2,3390.648521
633.385109,2,3391.364589
625.52896,14,3392.596146
654.92891,7,3393.423257
626.203783,7,3394.303329
632.564901,3,3395.037032
626.286406,7,3395.94229
632.886985,2,3396.646754
632.805734,1,3397.355452
630.17932,3,3398.125871
634.77877,2,3398.850942
360.622336,3,3399.973387
663.198518,1,3400.622959
229.0,1,3401.020156
638.003391,1,3401.722078
224.093354,5,3402.224744
629.550481,3,3403.046117
227.838315,2,3403.481041
631.519101,9,3404.432159
226.443092,3,3404.897501
642.236044,19,3406.203794
659.269983,4,3406.928701
663.067874,2,3407.796515
627.609385,3,3408.546552
625.419584,8,3409.586646
632.212257,2,3410.348342
631.827429,3,3411.166707
229.0,1,3411.544164
633.368875,4,3412.406834
628.952259,4,3413.211038
627.119064,2,3413.857355
638.935726,1,3414.568288
229.0,1,3415.034082
634.146464,6,3415.901919
638.030065,4,3416.768593
641.185696,1,3417.452595
632.034259,2,3418.165011
639.721967,3,3418.924748
229.0,1,3419.41271
631.534361,4,3420.187925
227.724417,2,3420.604498
638.022014,3,3421.379917
229.0,1,3421.764044
625.870182,5,3422.587048
229.0,1,3422.958383
622.865304,11,3424.091817
665.315232,2,3424.769956
633.236988,1,3425.474749
629.017826,2,3426.171031
229.0,1,3426.554555
634.152388,1,3427.379157
632.489846,3,3428.215374
635.661946,3,3428.936454
631.588997,3,3429.668184
635.352043,1,3430.41568
633.214667,5,3431.241742
637.805602,2,3431.929368
635.854997,2,3432.710678
632.778931,3,3433.47236
626.526969,7,3434.375519
627.616696,3,3435.075496
629.515756,5,3435.99385
351.799509,1,3436.625797
227.814993,2,3437.021813
224.421557,5,3437.639819
629.813081,6,3438.494694
207.274886,19,3439.49847
635.501919,5,3440.322501
342.812313,3,3440.987609
634.623472,2,3441.679031
635.053643,2,3442.373057
229.0,1,3442.754195
663.196914,1,3443.403636
226.673947,3,3443.928097
229.0,1,3444.28368
633.095428,2,3445.001672
639.923647,2,3445.638623
313.081176,5,3446.417916
651.973891,11,3447.43196
225.436136,4,3447.9053
638.694855,3,3448.635722
638.097031,1,3449.300732
622.509033,10,3450.294743
636.86531,2,3450.990906
633.289407,4,3451.697014
633.362061,1,3452.498317
666.244533,1,3453.205393
225.335068,4,3453.666438
624.052051,8,3454.662864
633.782253,3,3455.412454
629.279908,10,3456.407853
639.379677,2,3457.114263
627.701835,7,3458.091935
635.109341,1,3458.72579
351.999485,1,3459.448722
634.741674,2,3460.096709
635.07834,6,3460.951787
636.311771,1,3461.721749
631.100222,8,3462.646632
229.0,1,3463.008069
229.0,1,3463.382735
627.445368,8,3464.320777
227.853968,2,3464.832627
637.925861,4,3465.59382
639.561698,1,3466.237616
636.156368,3,3466.959445
633.736289,1,3467.61306
225.536023,4,3468.084172
626.827991,8,3469.033409
632.563899,1,3469.675165
628.807797,6,3470.816756
637.274173,2,3471.544789
623.629147,13,3472.664389
659.054487,6,3473.524289
656.73826,6,3474.557903
620.848645,12,3475.826103
222.193249,7,3476.516917
631.762903,5,3477.357728
227.861199,2,3477.757982
632.119503,3,3478.631184
623.777302,5,3479.558313
226.755123,3,3480.011725
630.326154,7,3481.000233
634.272935,1,3481.683496
660.225596,2,3482.46428
365.726565,3,3483.246263
634.582169,1,3483.913749
625.686137,4,3484.688835
623.72517,10,3485.669028
636.381911,3,3486.398116
636.818508,2,3487.112792
227.757759,2,3487.543282
635.054779,1,3488.252523
635.874187,3,3489.027654
631.285053,9,3489.964994
623.458338,4,3490.76764
629.849317,5,3491.578924
631.481051,2,3492.343287
357.789244,2,3492.984508
635.120645,3,3493.736087
629.36084,5,3494.613691
218.369337,10,3495.274532
357.091175,1,3495.889786
229.0,1,3496.73681
638.022706,1,3497.414396
636.316382,2,3498.116613
634.029914,1,3498.781671
633.864675,2,3499.480522
227.77985,2,3500.00138
634.507229,1,3500.686777
663.020111,1,3501.400619
637.19548,3,3502.233661
229.0,1,3502.711726
641.70843,1,3503.37668
633.887297,1,3504.177126
637.070538,1,3504.820707
633.611249,1,3505.481471
635.940739,3,3506.360654
630.79089,5,3507.186679
629.667022,10,3508.173652
632.627814,1,3508.871181
634.410817,2,3509.580152
627.68652,6,3510.424566
623.159214,11,3511.472345
624.558011,2,3512.17374
628.112041,6,3513.124755
637.311948,3,3513.866176
227.647511,2,3514.261102
665.317958,1,3514.90578
229.0,1,3515.284402
627.890273,6,3516.157754
632.0917,3,3516.880633
227.803564,2,3517.305399
656.941166,6,3518.172687
633.417845,2,3518.873533
629.278432,3,3519.61263
631.669404,3,3520.366397
635.481818,6,3521.219821
635.654097,2,3521.924363
637.99683,2,3522.665407
640.872412,1,3523.347988
638.008838,1,3524.060716
633.314451,2,3524.700381
634.477228,1,3525.389411
625.747252,8,3526.391592
338.538914,1,3527.219472
634.461784,1,3527.931555
229.0,1,3528.311032
637.297752,1,3529.055197
632.486106,1,3529.727618
634.156188,1,3530.414684
635.427443,3,3531.245071
662.890544,4,3532.009815
633.756519,1,3532.679834
639.140761,1,3533.317294
220.845343,8,3533.948738
647.525171,13,3535.050043
635.428764,1,3535.764951
635.780481,3,3536.522584
662.395051,1,3537.19304
652.012169,11,3538.279868
633.400719,3,3539.075614
639.810549,1,3539.749802
640.648872,1,3540.420723
218.744578,10,3541.114836
229.0,1,3541.480618
636.679878,1,3542.088946
635.175571,1,3542.768707
636.872747,3,3543.535522
227.881085,2,3543.928466
355.484546,5,3544.675355
633.880941,2,3545.440843
632.745737,7,3546.302723
637.34573,1,3547.051072
375.135538,3,3547.842
332.502795,3,3548.627019
224.47497,5,3549.12107
636.726249,3,3549.997015
633.244845,1,3550.677693
636.403314,3,3551.416872
632.801251,2,3552.122584
220.775982,8,3552.844739
634.120852,1,3553.512971
636.92242,4,3554.280047
634.075723,5,3555.066529
629.009437,4,3555.868766
630.60114,7,3556.73533
634.894632,1,3557.437841
626.026387,7,3558.364838
663.798464,1,3559.022362
229.0,1,3559.417539
224.315684,5,3559.940661
632.694809,8,3560.8538
634.94824,1,3561.533436
632.409013,3,3562.283732
229.0,1,3562.644537
632.589113,3,3563.427923
632.237256,1,3564.084529
633.149177,2,3564.780992
662.390814,3,3565.464482
658.890706,4,3566.22829
229.0,1,3566.626617
567.927938,6,3567.415395
632.404611,3,3568.13458
637.332193,3,3568.927588
653.310381,13,3570.070764
225.461062,4,3570.54901
665.056699,1,3571.283868
640.486502,1,3571.980104
635.928281,6,3572.894296
634.329612,1,3573.571563
630.344884,6,3574.406576
229.0,1,3574.767992
631.792831,3,3575.585617
608.524823,22,3576.962862
608.717982,22,3578.394627
661.998757,1,3579.034233
582.212002,1,3579.775927
638.228454,1,3580.466557
223.922875,5,3580.972603
226.620653,3,3581.420733
633.859638,3,3582.147768
227.884073,2,3582.544704
632.884551,2,3583.241607
229.0,1,3583.639521
633.002111,1,3584.318963
633.734475,1,3584.987834
299.445954,1,3585.608848
632.831712,8,3586.49694
579.33879,1,3587.130345
226.623808,3,3587.560056
623.558815,7,3588.410111
634.323333,4,3589.294096
630.321166,4,3590.094737
630.542189,10,3591.057308
634.295855,1,3591.740633
628.537885,5,3592.544235
633.323572,2,3593.25179
229.0,1,3593.634141
227.8635,2,3594.161696
637.918064,3,3594.923019
621.383116,10,3595.916806
633.617435,1,3596.592052
632.274186,3,3597.348793
631.801677,3,3598.120738
223.149285,6,3598.65073
630.978123,8,3599.658639
635.645893,2,3600.36161
634.043928,1,3601.038556
636.419786,1,3601.692003
625.585507,5,3602.548268
634.735865,1,3603.226974
229.0,1,3603.608204
223.087835,6,3604.263124
635.434403,3,3604.973604
227.845538,2,3605.387832
636.675553,2,3606.184767
373.173864,4,3606.970197
219.856202,9,3607.674257
635.056971,1,3608.357694
631.680106,3,3609.103238
663.873196,1,3609.783552
641.337028,1,3610.443614
626.703611,5,3611.2651
636.058833,3,3612.056237
631.251084,10,3613.04881
229.0,1,3613.420116
633.587449,1,3614.113289
229.0,1,3614.492035
637.94733,1,3615.128644
628.097651,6,3616.090943
634.377541,1,3616.819603
638.587018,1,3617.490719
628.146681,2,3618.208764
633.320004,1,3618.984093
641.528941,1,3619.655079
639.473028,1,3620.313673
229.0,1,3620.688014
633.201678,2,3621.490889
616.419583,20,3622.838704
229.0,1,3623.195959
627.080811,2,3623.899109
634.962749,2,3624.618773
633.009828,2,3625.327618
629.242055,4,3626.216886
229.0,1,3626.615772
638.719263,2,3627.336447
226.672994,3,3627.777307
639.659664,1,3628.514607
634.350168,1,3629.190772
227.879383,2,3629.601655
631.819055,3,3630.358165
662.653798,2,3631.054875
662.873392,2,3631.822368
630.101392,9,3632.778084
632.54441,2,3633.52477
632.702634,3,3634.380009
626.111089,13,3635.57291
625.959301,8,3636.488632
639.529569,2,3637.222634
626.717558,3,3638.004799
635.620472,1,3638.72226
636.107719,6,3639.602478
639.55778,2,3640.378527
661.735329,3,3641.083423
617.552815,18,3642.299931
633.689066,1,3642.992386
625.415554,7,3643.893778
634.333427,1,3644.660766
631.461645,6,3645.543705
662.960826,1,3646.244031
229.0,1,3646.611679
638.899897,1,3647.291661
632.286217,2,3648.00184
637.756545,2,3648.820239
229.0,1,3649.22571
637.839131,1,3649.90716
227.705056,2,3650.343611
627.1656,7,3651.261008
639.598945,1,3651.932817
625.721744,9,3652.984826
635.780844,4,3653.770154
634.970351,3,3654.505631
354.141103,1,3655.237618
635.456615,7,3656.104043
636.451754,2,3656.797726
365.531572,1,3657.550433
639.231437,1,3658.237976
370.222116,2,3658.892259
627.47154,12,3660.060924
638.225413,1,3660.737044
656.979923,6,3661.563406
632.277182,2,3662.253919
662.244919,1,3663.029744
634.78306,1,3663.73367
630.085189,6,3664.579928
638.353244,1,3665.239352
665.21804,2,3665.949885
664.948163,2,3666.652145
225.53487,4,3667.21872
662.66158,1,3667.870998
636.554069,1,3668.568669
628.388201,1,3669.282378
331.967663,7,3670.276664
635.718963,6,3671.134337
634.736633,1,3671.840487
226.651919,3,3672.356918
226.745514,3,3672.802561
226.614053,3,3673.255841
616.492506,16,3674.448726
333.866169,2,3675.130032
636.479904,2,3675.934205
638.05479,1,3676.608238
633.933191,1,3677.27007
636.987015,3,3678.016796
621.27582,12,3679.198573
227.857284,2,3679.621856
229.0,1,3679.995863
664.448478,1,3680.664266
226.678651,3,3681.093126
663.305026,1,3681.843869
641.548375,1,3682.467129
226.733565,3,3682.916624
631.111818,4,3683.665598
636.857237,1,3684.33426
229.0,1,3684.694991
634.72471,1,3685.378258
649.139434,12,3686.54781
632.975984,4,3687.318408
229.0,1,3687.690032
624.026081,10,3688.690843
227.834988,2,3689.089825
227.846691,2,3689.538969
631.072994,5,3690.344619
627.416754,7,3691.258247
578.561214,4,3691.97566
640.77318,2,3692.679252
632.734165,3,3693.438536
632.006303,3,3694.257767
630.898457,4,3695.022855
229.0,1,3695.38073
635.527861,2,3696.186419
639.231172,1,3696.83655
641.57131,1,3697.495737
223.368728,6,3698.02867
226.66695,3,3698.481058
365.195461,1,3699.152407
634.290364,6,3700.019873
632.253747,1,3700.70194
227.875898,2,3701.149122
232.763401,10,3702.15863
638.301324,3,3702.890682
636.237584,1,3703.546467
638.977634,2,3704.223062
638.698109,2,3704.921306
221.869998,7,3705.523243
324.823968,2,3706.259819
633.595628,2,3706.976388
632.520127,3,3707.721003
357.693353,12,3708.712617
629.488704,5,3709.659949
634.368158,1,3710.401979
650.972806,11,3711.386783
630.123748,5,3712.172624
630.266732,2,3713.008734
229.0,1,3713.422498
631.715675,6,3714.300171
224.34231,5,3714.851912
621.304628,9,3715.886986
348.727818,1,3716.495603
633.523691,1,3717.176371
618.408028,9,3718.251765
229.0,1,3718.619128
229.0,1,3718.987463
639.013792,1,3719.673565
226.691202,3,3720.207774
628.523231,2,3721.013844
631.653596,3,3721.784513
638.374565,2,3722.493651
632.064324,3,3723.209012
640.233254,1,3723.867527
226.656747,3,3724.331023
581.435469,1,3725.138994
637.188199,1,3725.83275
631.718551,1,3726.617656
618.322855,16,3727.860366
637.320384,2,3728.673786
632.128877,2,3729.412409
629.108469,4,3730.167913
229.0,1,3730.5425
363.210206,4,3731.263881
628.034177,3,3732.005873
638.008965,2,3732.702795
633.247451,1,3733.463823
229.0,1,3733.856191
631.890871,7,3734.714358
366.242517,4,3735.444629
636.593636,4,3736.202806
225.482179,4,3736.674634
628.002235,1,3737.403971
633.792764,1,3738.097767
634.874125,1,3738.782149
630.949194,1,3739.447776
229.0,1,3739.826697
631.812677,3,3740.554993
632.712226,1,3741.256227
629.272876,4,3742.040786
637.2532,2,3742.751002
226.665996,3,3743.170696
633.736461,1,3743.96569
627.401696,1,3744.629202
634.265425,2,3745.334063
622.259033,11,3746.36177
641.473746,1,3747.105525
632.931716,2,3747.818528
665.461171,2,3748.471725
637.844105,2,3749.169775
664.400443,1,3749.851635
661.452975,1,3750.521229
638.520713,3,3751.258891
219.816334,9,3751.998741
662.997392,1,3752.635443
577.72952,3,3753.440202
229.0,1,3753.819854
639.355406,2,3754.542206
635.252927,1,3755.20417
638.630988,1,3755.881187
636.508874,4,3756.758155
341.470063,1,3757.376761
631.123844,2,3758.09914
627.380004,7,3759.092638
219.069976,9,3759.736537
637.162187,3,3760.46208
633.789288,1,3761.148689
637.321976,4,3762.018713
662.978835,1,3762.676212
657.403833,7,3763.519944
660.696162,4,3764.304395
630.162733,1,3764.924479
639.811528,1,3765.69179
634.855556,1,3766.368617
636.125517,2,3767.09443
217.101284,11,3767.815003
631.472715,2,3768.5553
627.621662,9,3769.491923
656.143933,8,3770.375098
221.940889,7,3770.941766
229.0,1,3771.317748
628.619404,11,3772.425609
639.973527,1,3773.11091
632.065306,3,3773.866131
629.534282,3,3774.686651
637.989201,1,3775.35703
633.673047,1,3776.016729
226.68443,3,3776.57772
638.945234,1,3777.271871
635.412284,1,3777.969179
637.862888,3,3778.661005
638.521028,1,3779.439737
629.415211,2,3780.16269
637.580988,4,3781.03478
638.294042,2,3781.85017
354.059283,1,3782.558973
632.763513,3,3783.251957
630.044712,4,3784.156836
632.238925,6,3785.101214
633.234082,5,3786.013749
229.0,1,3786.393782
229.0,1,3786.764438
640.152701,3,3787.62483
222.069498,7,3788.214426
631.52627,2,3788.913555
634.477222,1,3789.684339
638.672184,1,3790.363666
650.295313,13,3791.459978
229.0,1,3791.825708
626.35196,6,3792.663559
634.141876,1,3793.341443
635.943933,3,3794.062948
227.843068,2,3794.466548
579.75186,3,3795.168938
226.646777,3,3795.634493
632.795224,2,3796.340094
637.49044,3,3797.069304
377.067612,1,3797.792047
665.156336,1,3798.460745
365.616688,1,3799.434297
225.439828,4,3799.905272
639.516786,3,3800.616173
637.552915,1,3801.271744
632.686306,1,3801.941868
626.4298,3,3802.689979
634.203821,1,3803.347739
633.795237,3,3804.121756
632.22366,2,3804.872954
632.029564,7,3805.748707
631.619587,3,3806.515245
634.665069,1,3807.288383
637.120257,3,3808.032659
654.907508,9,3808.984643
638.521485,1,3809.60352
635.369869,1,3810.274359
375.303076,1,3810.888522
229.0,1,3811.248218
632.808105,4,3812.013094
636.674141,2,3812.724397
633.718473,2,3813.447497
229.0,1,3813.822661
227.805693,2,3814.231794
633.186883,2,3814.955163
634.122703,3,3815.800883
227.88633,2,3816.211025
636.636991,2,3816.904511
633.943029,1,3817.56256
632.791919,1,3818.230748
229.0,1,3818.607098
661.84906,1,3819.273737
632.14665,4,3820.050885
634.286266,1,3820.724359
229.0,1,3821.098637
624.827959,5,3821.948048
225.381339,4,3822.408786
630.508382,3,3823.138597
341.780824,2,3823.794487
629.608234,1,3824.564413
635.308996,3,3825.286363
229.0,1,3825.647476
634.718258,5,3826.436559
634.002354,7,3827.287276
229.0,1,3827.645644
632.345935,1,3828.356615
226.768055,3,3828.823397
635.40868,1,3829.479875
627.265658,5,3830.286782
364.633833,1,3831.030188
631.985057,3,3831.784131
226.7713,3,3832.214059
634.020972,1,3832.891007
629.864313,4,3833.623757
634.208933,1,3834.336595
638.881438,1,3835.009192
229.0,1,3835.462684
229.0,1,3835.832778
636.684605,3,3836.578701
640.100268,2,3837.296991
629.028839,1,3838.190601
229.0,1,3838.636167
368.985819,1,3839.350002
636.472262,1,3840.127596
633.179078,3,3840.866898
632.573113,1,3841.564861
630.851479,2,3842.335683
627.124173,7,3843.215246
634.088904,7,3844.057808
632.69449,2,3844.757054
229.0,1,3845.130614
626.193731,2,3845.771412
229.0,1,3846.134226
632.311734,1,3846.813018
633.259864,2,3847.556135
665.578454,1,3848.180596
358.000261,5,3848.937093
229.0,1,3849.364776
629.977277,5,3850.245459
636.949052,1,3850.898779
655.187342,8,3851.794766
632.030442,4,3852.554963
638.865215,3,3853.277013
639.076009,1,3853.964721
653.800613,8,3854.813073
229.0,1,3855.181786
652.163506,11,3856.372731
649.962225,12,3857.590288
633.670149,1,3858.377602
651.049158,11,3859.572277
636.977786,2,3860.413681
662.71368,2,3861.199011
636.012661,1,3862.026966
636.286947,1,3862.812094
639.163489,1,3863.661035
337.257151,1,3864.582891
229.0,1,3865.000771
638.329876,1,3865.864527
636.153971,4,3866.627314
633.091497,2,3867.392769
632.096867,2,3868.145983
631.724254,1,3868.780153
636.933882,1,3869.47738
667.554909,1,3870.142609
640.942121,2,3870.8497
615.098222,17,3872.047944
634.826858,1,3872.731342
220.925976,8,3873.347519
631.57952,5,3874.217983
638.560416,1,3874.938567
639.212708,2,3875.633774
633.759004,2,3876.406771
629.449508,2,3877.143056
638.460695,4,3877.938732
640.576633,1,3878.749665
229.0,1,3879.139934
225.594124,4,3879.61451
637.236538,3,3880.372686
227.881337,2,3880.9111
636.650707,1,3881.568427
631.72262,3,3882.328515
354.961911,2,3882.990618
634.569658,2,3883.708473
658.931639,5,3884.527396
630.138479,5,3885.375625
639.078711,1,3886.003132
632.035518,3,3886.720181
632.200789,5,3887.577534
342.402805,1,3888.23611
626.359584,5,3889.014706
630.908902,4,3889.788524
633.685524,1,3890.506319
633.90311,1,3891.204237
341.585096,1,3891.858122
631.309288,2,3892.576357
663.371296,1,3893.246347
638.401527,1,3893.917863
363.439063,1,3894.54273
628.101569,4,3895.280427
663.226596,2,3895.984736
630.261164,4,3896.761578
630.986546,4,3897.547348
627.66197,5,3898.398618
339.04814,5,3899.149207
358.642631,1,3899.784704
226.647614,3,3900.243408
628.706123,3,3900.993663
637.975323,1,3901.674623
628.040731,5,3902.534562
629.005428,3,3903.278734
634.100742,2,3904.001307
636.933832,1,3904.687613
227.874141,2,3905.119133
323.457125,1,3905.743248
629.660209,5,3906.569627
630.996035,4,3907.385597
229.0,1,3907.773663
635.904612,4,3908.573465
229.0,1,3908.942038
229.0,1,3909.317929
633.076719,2,3910.013342
634.601597,1,3910.721169
641.649038,1,3911.383562
630.839791,1,3912.002682
626.809504,7,3912.864152
628.781824,1,3913.571194
332.12688,3,3914.248266
637.382837,1,3914.922355
377.813295,1,3915.550355
635.358021,1,3916.230473
632.961415,2,3916.973857
629.419015,5,3917.795468
632.672668,2,3918.523625
635.656458,4,3919.284103
633.635431,3,3920.05801
628.064272,5,3920.911979
229.0,1,3921.281538
227.898298,2,3921.712716
635.941412,1,3922.534695
641.767891,1,3923.206032
630.513054,4,3923.985617
633.053745,6,3924.842035
633.018699,1,3925.524782
636.673185,1,3926.155599
226.671431,3,3926.631878
229.0,1,3926.99885
634.522388,1,3927.697561
633.91214,1,3928.400389
641.461767,1,3929.072899
229.0,1,3929.451476
636.004278,1,3930.149423
340.594031,1,3930.774073
635.026135,1,3931.43074
229.0,1,3931.812829
633.405887,2,3932.517851
661.677246,2,3933.264299
632.408584,2,3933.971059
630.138848,1,3934.676729
227.849407,2,3935.097108
633.493678,2,3935.838978
631.918133,1,3936.517375
634.507295,1,3937.194626
640.456231,1,3937.84232
229.0,1,3938.217008
639.572431,2,3938.93571
630.852194,5,3939.742428
663.426777,1,3940.42723
662.081397,3,3941.164353
626.404361,2,3941.89222
229.0,1,3942.270518
223.24857,6,3942.828435
660.066817,5,3943.666305
665.605601,1,3944.346186
229.0,1,3944.721278
635.940083,2,3945.460875
225.425444,4,3945.937696
621.787892,11,3946.956345
229.0,1,3947.332446
636.03899,1,3948.034923
630.046778,4,3948.828341
229.0,1,3949.194994
653.337727,9,3950.118111
632.1491,3,3950.847501
640.973442,1,3951.528911
637.821328,1,3952.156391
635.925062,2,3952.907609
631.056125,6,3953.759397
637.63211,1,3954.391688
654.810622,8,3955.325458
638.493014,1,3956.027494
632.386711,3,3956.768542
640.367143,1,3957.550842
636.320336,2,3958.301319
641.353238,1,3958.982865
374.159895,1,3959.607582
634.802251,1,3960.299855
631.685588,1,3960.919527
632.963448,2,3961.635249
229.0,1,3962.017102
633.93361,1,3962.715478
414.022497,2,3963.472886
632.546278,2,3964.189397
661.976338,2,3964.887446
335.141848,6,3965.772318
631.697281,3,3966.538664
229.0,1,3966.907315
634.773005,1,3967.770381
355.655539,2,3968.482553
637.851374,1,3969.169369
628.62667,6,3970.036344
635.489528,3,3970.791624
633.43821,1,3971.49565
632.879998,2,3972.182237
634.268834,2,3972.916598
229.0,1,3973.307869
221.871485,7,3973.913789
226.696115,3,3974.379521
634.325479,1,3975.056479
639.088802,2,3975.768915
229.0,1,3976.146507
631.788274,2,3976.904369
632.769141,6,3977.77925
637.486492,1,3978.460052
229.0,1,3978.824387
620.529799,13,3979.951145
626.638174,2,3980.680736
229.0,1,3981.064669
631.181413,1,3981.745584
641.131769,1,3982.445461
229.0,1,3982.823415
618.224947,15,3984.05183
631.702116,2,3984.780735
630.401706,4,3985.60974
633.923635,1,3986.296441
662.37212,1,3987.007343
227.82505,2,3987.424315
638.214843,1,3988.112096
633.310169,1,3988.793862
633.751827,2,3989.513947
635.685843,1,3990.202052
616.620203,12,3991.287268
634.746713,1,3992.011491
635.714968,1,3992.701702
581.921496,1,3993.340168
229.0,1,3993.722001
637.959444,1,3994.387846
633.28195,5,3995.21406
639.350544,3,3995.977896
659.909031,3,3996.736353
229.0,1,3997.114341
229.0,1,3997.496489
637.852387,2,3998.216427
637.642349,1,3998.950651
633.20196,2,3999.665692
229.0,1,4000.048462
635.426785,5,4000.846676
225.630275,4,4001.353318
664.022686,1,4002.003267
632.204245,3,4002.76285
226.777841,3,4003.214855
632.931352,2,4003.965008
229.0,1,4004.331798
626.427341,6,4005.204376
637.869026,1,4005.936579
628.8595,2,4006.663813
226.703625,3,4007.100936
635.109147,1,4007.777825
229.0,1,4008.151015
227.85793,2,4008.56218
636.797017,1,4009.281923
638.012643,2,4010.03867
663.211939,2,4010.713264
642.018996,1,4011.379591
634.478343,2,4012.147727
637.939493,1,4012.834303
636.861684,1,4013.4932
626.702948,1,4014.167344
639.010469,1,4014.864503
629.520985,5,4015.778053
635.25537,4,4016.523825
357.293668,1,4017.177401
629.848195,3,4017.974158
633.425303,3,4018.71491
637.075596,1,4019.404274
632.865566,2,4020.127567
631.453084,3,4020.906725
229.0,1,4021.284223
227.887171,2,4021.688571
229.0,1,4022.062254
639.434112,2,4022.77192
639.444555,1,4023.436321
229.0,1,4023.828583
631.81298,3,4024.580951
229.0,1,4024.946415
639.794615,2,4025.653243
227.867894,2,4026.06706
229.0,1,4026.446776
627.110696,7,4027.383332
229.0,1,4027.767797
227.869228,2,4028.173289
639.833257,1,4028.878295
667.466271,1,4029.508141
634.330334,1,4030.168498
226.718058,3,4030.621937
633.520119,1,4031.325686
629.449743,5,4032.148615
633.3668,1,4032.82536
660.604573,3,4033.565665
625.078237,4,4034.380585
663.910227,1,4035.043264
636.413195,1,4035.698983
638.761547,1,4036.382604
626.510703,8,4037.326547
577.692602,4,4038.096653
659.45709,4,4038.858304
229.0,1,4039.2331
633.846818,1,4039.963528
631.757279,2,4040.697356
630.669181,4,4041.474302
633.26459,1,4042.143627
641.015204,1,4042.818528
661.053107,3,4043.574125
634.668297,1,4044.193895
229.0,1,4044.573632
627.945407,6,4045.437094
630.906002,3,4046.202618
631.737679,2,4046.916636
627.235759,2,4047.622928
627.1786,3,4048.353264
637.902417,1,4048.989926
636.172634,1,4049.674015
632.387772,3,4050.43485
229.0,1,4050.80801
366.846932,1,4051.425463
360.642133,1,4052.068936
578.760538,3,4052.851463
632.632222,3,4053.592482
665.736936,2,4054.25766
635.892069,3,4055.000208
632.325532,4,4055.796936
621.712996,4,4056.565633
634.247858,2,4057.274155
637.027179,2,4058.017363
634.238646,1,4058.700497
632.015118,3,4059.431304
663.677745,1,4060.08004
637.733812,3,4060.781517
628.352616,3,4061.567589
227.883277,2,4061.980587
227.864495,2,4062.377525
634.697066,1,4063.059956
229.0,1,4063.434214
229.0,1,4063.807954
347.193721,2,4064.642835
229.0,1,4065.077591
634.61264,1,4065.823281
632.685314,3,4066.656596
632.229979,3,4067.465567
633.578954,3,4068.264144
227.866168,2,4068.701592
634.862925,1,4069.596634
634.729606,1,4070.354575
229.0,1,4070.898302
229.0,1,4071.289757
634.836677,2,4072.009686
229.0,1,4072.514631
632.187648,2,4073.294949
635.280012,2,4074.282578
638.815327,1,4074.98777
637.527452,2,4075.702332
640.429146,2,4076.420169
666.01389,2,4077.122019
634.761712,1,4077.899597
636.004308,1,4078.674563
221.994585,7,4079.337906
630.505702,3,4080.169311
226.672356,3,4080.623126
642.011716,1,4081.316549
632.093308,5,4082.189932
635.389379,1,4082.844962
634.51641,1,4083.567029
633.079849,2,4084.292986
640.252033,1,4084.995307
634.036136,2,4085.763731
637.575842,3,4086.672105
631.9798,3,4087.461072
229.0,1,4087.861194
633.501935,2,4088.617714
225.508112,4,4089.155312
639.995992,1,4089.825476
638.201446,2,4090.549532
634.79742,1,4091.248009
629.804223,1,4091.942217
667.092498,2,4092.670301
377.126137,1,4093.402022
635.332983,1,4094.086171
637.778939,1,4094.902806
633.812982,1,4095.712775
617.021134,9,4096.707315
229.0,1,4097.085288
222.25797,7,4097.707716
226.761655,3,4098.140335
637.512263,1,4098.835907
634.120262,1,4099.570919
632.970554,2,4100.293801
635.423287,1,4100.951791
229.0,1,4101.3374
638.561832,2,4102.068872
660.913139,2,4102.807802
640.028304,1,4103.446032
638.866862,3,4104.191765
629.918591,3,4104.994124
634.746431,2,4105.714014
635.167384,6,4106.570113
229.0,1,4106.951249
639.227198,2,4107.679817
227.885752,2,4108.092908
229.0,1,4108.469747
346.299192,6,4109.345807
637.579113,2,4110.084234
633.158012,2,4110.827176
640.898008,1,4111.494983
229.0,1,4111.879941
639.696526,1,4112.573622
633.409714,2,4113.295796
662.659603,2,4113.989698
629.852532,4,4114.792217
663.495107,1,4115.455761
634.858194,3,4116.214022
352.544531,1,4116.878624
634.955026,1,4117.596118
635.854624,2,4118.322133
229.0,1,4118.706497
229.0,1,4119.087687
578.019586,2,4119.78377
229.0,1,4120.154556
639.754238,3,4120.945657
229.0,1,4121.314404
661.342171,3,4122.071772
640.045438,1,4122.765188
629.318607,5,4123.614267
229.0,1,4123.991297
634.66563,1,4124.799779
226.573156,3,4125.246529
638.678271,2,4125.989867
227.827883,2,4126.428756
630.97751,4,4127.207721
638.58318,1,4127.888284
633.843309,3,4128.659449
637.04703,1,4129.437897
625.937733,1,4130.149979
634.980096,4,4130.927397
636.758357,1,4131.614749
627.331802,6,4132.517752
635.218464,1,4133.218488
632.75608,3,4133.967827
229.0,1,4134.353712
634.88308,1,4135.037259
634.348386,1,4135.722786
633.662303,1,4136.553846
229.0,1,4136.961262
332.40715,3,4137.652799
625.176698,4,4138.501893
229.0,1,4138.886411
227.848541,2,4139.329995
227.885324,2,4139.727214
656.813299,6,4140.586817
229.0,1,4140.966824
227.863199,2,4141.404025
632.293663,1,4142.091881
638.758923,3,4142.838354
628.700501,6,4143.728901
658.8117,4,4144.521071
660.170247,4,4145.275632
227.866451,2,4145.70764
634.727566,1,4146.423249
227.870254,2,4146.832217
