#{"t_start": 1754942248.3724322, "env_id": "None"}
r,l,t
226.488341,3,2450.963029
317.110593,5,2451.679253
629.876169,6,2452.491488
628.768608,3,2453.200237
590.551096,36,2454.762248
630.28539,3,2455.5516
629.327492,5,2456.365508
635.787258,6,2457.112036
657.977549,5,2457.907608
612.033601,20,2459.078425
229.0,1,2459.444957
605.281419,21,2460.649901
223.025622,6,2461.149811
617.083211,15,2462.228368
646.206623,15,2463.24478
637.544083,3,2463.928176
607.972376,22,2465.14475
659.285293,4,2465.912701
353.456586,16,2466.92634
629.454901,1,2467.611278
630.145765,1,2468.260855
620.663547,11,2469.195167
632.443014,1,2469.937823
620.343542,12,2470.932243
571.436361,8,2471.778188
629.801987,5,2472.560527
637.199128,4,2473.306955
630.190631,1,2473.948658
639.973948,1,2474.565326
632.647388,2,2475.27711
635.724301,4,2476.022029
633.9302,2,2476.727248
628.179954,7,2477.578141
635.323391,1,2478.269006
620.719995,18,2479.410382
629.276082,5,2480.17667
631.203859,5,2480.997688
223.160947,6,2481.481356
635.156356,1,2482.178455
629.896396,1,2482.826454
618.799422,9,2483.646441
226.714039,3,2484.060086
202.391631,22,2484.992768
628.918057,6,2485.815245
633.245081,1,2486.464202
226.372367,3,2486.887561
651.257439,10,2487.747587
635.349329,1,2488.460808
625.564152,8,2489.297249
229.0,1,2489.65031
229.0,1,2490.024268
359.95108,4,2490.713506
638.425037,1,2491.375514
625.772151,5,2492.14219
640.843413,2,2492.825478
632.966923,2,2493.531302
634.546249,2,2494.212747
621.827105,11,2495.109117
633.251595,2,2495.808739
223.997189,5,2496.291925
626.847597,8,2497.141845
333.980619,3,2497.825562
631.696446,3,2498.544803
630.478329,4,2499.313286
639.217215,3,2500.040998
226.691832,3,2500.441941
620.413963,12,2501.408037
626.059734,4,2502.174516
656.659732,6,2502.99157
337.229538,2,2503.627662
627.961669,10,2504.523972
348.248541,25,2505.774536
636.456518,3,2506.493243
618.654185,15,2507.457874
630.619033,3,2508.202929
629.808717,8,2509.073814
634.616793,5,2509.857398
629.439828,8,2510.740639
638.749194,22,2511.9572
636.17464,1,2512.696909
644.728727,18,2513.773727
622.34264,13,2514.690343
634.298195,1,2515.38572
583.218575,42,2517.126196
206.38786,20,2517.940319
638.842694,3,2518.659504
229.0,1,2519.021645
634.149925,6,2519.847846
628.424297,6,2520.659847
568.330433,55,2522.755992
226.627892,3,2523.189613
628.536987,6,2523.995358
357.015901,10,2524.839463
631.885006,3,2525.593512
637.591472,3,2526.289205
613.207765,23,2527.589167
226.627124,3,2528.010478
223.106649,6,2528.527059
635.928755,2,2529.205585
618.692608,37,2530.822025
631.850912,2,2531.540704
223.116728,6,2532.010091
634.724745,1,2532.690549
351.703257,1,2533.288091
342.518507,19,2534.355287
629.876722,7,2535.179618
601.529447,28,2536.53835
623.064701,10,2537.454865
352.035544,11,2538.321424
225.443598,4,2538.738463
627.525401,1,2539.43795
229.0,1,2539.820783
667.00263,1,2540.472934
638.931609,3,2541.169695
632.788299,3,2541.904623
653.93691,8,2542.72149
628.037921,6,2543.521144
625.495256,9,2544.380484
624.632225,9,2545.237419
621.738817,15,2546.279387
626.993694,2,2546.970518
632.830516,2,2547.712917
622.167294,14,2548.721939
633.5413,1,2549.38601
229.0,1,2549.799245
638.057606,1,2550.453948
631.635044,4,2551.203697
575.215272,2,2551.886976
223.176636,6,2552.354012
666.836774,2,2553.053672
631.404237,3,2553.818503
576.130411,5,2554.655723
227.748664,2,2555.055522
226.60732,3,2555.488015
634.313832,2,2556.169797
638.396273,3,2556.936734
229.0,1,2557.303056
632.746754,6,2558.107436
662.819587,3,2558.819661
615.69728,19,2559.98663
229.0,1,2560.361573
631.002748,8,2561.236191
229.0,1,2561.60256
625.19865,10,2562.490221
593.902046,32,2563.951191
629.671447,5,2564.76904
633.445806,5,2565.554512
641.805284,1,2566.495043
633.959628,1,2567.303866
652.21172,9,2568.250095
640.336897,1,2569.002297
638.410667,2,2569.68411
634.472809,3,2570.404363
319.277182,1,2571.002343
652.64104,10,2571.890051
658.034392,4,2572.601798
630.70602,3,2573.35612
625.900683,7,2574.213548
634.513982,1,2574.889628
229.0,1,2575.256279
662.787969,4,2576.001408
634.135158,4,2576.749798
630.04108,5,2577.518151
623.677832,11,2578.417809
635.978815,2,2579.08456
639.566406,3,2579.817275
636.522999,1,2580.482815
629.592873,9,2581.334439
638.700136,1,2581.998546
633.088838,8,2582.784323
328.176898,4,2583.50072
620.640886,12,2584.433964
627.569824,6,2585.271759
629.261349,5,2586.033801
631.819765,3,2586.801522
630.97757,3,2587.500391
637.731645,1,2588.150341
217.29917,11,2588.778636
632.023037,3,2589.500161
225.300669,4,2589.983123
660.878042,3,2590.700179
630.101477,4,2591.433426
632.048548,2,2592.138065
610.723052,16,2593.166744
632.776421,1,2593.866928
628.897833,5,2594.627655
227.748865,2,2594.999661
619.104815,14,2596.021291
227.862819,2,2596.399586
631.2252,4,2597.149422
634.62492,2,2597.932934
621.738789,14,2598.937117
628.137051,10,2599.816434
578.076171,4,2600.582454
627.64636,7,2601.443981
623.384401,11,2602.328529
219.225273,9,2602.915155
634.19927,6,2603.697411
623.811037,10,2604.583247
210.346242,17,2605.398247
637.455846,4,2606.132046
227.887909,2,2606.547477
350.664499,8,2607.298657
635.594073,1,2608.031845
628.634923,8,2608.848567
632.771351,2,2609.565265
227.813796,2,2609.948499
625.438462,8,2610.78049
349.653127,20,2611.981957
209.923618,16,2612.717247
634.636191,1,2613.381854
623.980694,13,2614.396442
633.141099,1,2615.097778
216.929455,11,2615.747307
613.713426,18,2616.897841
658.579463,5,2617.631179
625.363535,8,2618.48139
631.750077,2,2619.147055
229.0,1,2619.495953
658.102285,6,2620.298658
522.318459,89,2623.293769
624.733846,8,2624.147202
632.474813,2,2624.814035
226.734717,3,2625.223696
632.020478,3,2625.963057
621.875135,17,2627.045337
641.514605,1,2627.718229
366.011823,5,2628.452501
638.957982,2,2629.134967
624.949333,5,2629.913703
634.272589,2,2630.602575
626.086523,13,2631.5949
219.502431,9,2632.146437
661.342672,3,2632.846298
637.851342,1,2633.545752
636.079805,23,2634.751626
227.860253,2,2635.152008
206.771635,19,2635.946066
633.139895,8,2636.812839
218.658157,9,2637.446369
637.538669,2,2638.112551
661.286501,6,2638.91206
633.352004,2,2639.577525
623.154948,10,2640.444742
634.194654,4,2641.233705
625.810326,9,2642.062054
636.048849,4,2642.811983
636.488833,5,2643.583172
620.330338,13,2644.617608
618.015016,14,2645.663474
564.847641,61,2647.844867
615.542091,14,2648.849343
336.465234,4,2649.528592
628.135937,5,2650.327539
325.306373,1,2650.944549
229.0,1,2651.321205
632.270418,5,2652.116525
630.60796,4,2652.861089
226.736886,3,2653.277781
229.0,1,2653.643941
629.288974,5,2654.422401
631.851158,3,2655.149101
629.058869,11,2656.148726
372.218846,4,2656.899038
633.568465,4,2657.628012
225.290989,4,2658.072655
629.112805,5,2658.877516
631.19749,8,2659.677199
664.483195,1,2660.343855
222.959591,6,2660.860798
608.546376,17,2661.942513
623.351544,11,2662.87705
227.886809,2,2663.275422
227.815998,2,2663.660128
229.0,1,2664.026785
624.311905,9,2664.910138
663.536416,1,2665.591857
633.873705,6,2666.410012
627.56399,6,2667.226691
630.08852,4,2667.959647
624.089566,9,2668.843239
335.34515,2,2669.47673
629.544481,8,2670.376265
581.493089,43,2672.141905
617.754528,16,2673.309813
605.438808,27,2674.644232
635.274182,3,2675.394987
637.719652,2,2676.12386
226.710602,3,2676.525206
619.315343,16,2677.576134
626.165055,7,2678.397035
636.437485,1,2679.008859
632.604368,2,2679.680271
636.688461,1,2680.426468
631.099091,8,2681.342031
626.903654,6,2682.114509
578.579606,69,2684.625388
578.54446,2,2685.258192
625.431056,12,2686.225166
217.082686,11,2686.824914
639.296643,2,2687.512964
227.817882,2,2687.918153
611.990882,19,2689.09134
229.0,1,2689.445842
641.82852,18,2690.541062
622.735459,16,2691.641014
628.636177,6,2692.424212
635.138884,1,2693.041728
626.950432,7,2693.840826
229.0,1,2694.191222
576.270663,4,2694.974041
632.68596,2,2695.705872
634.425578,1,2696.357334
633.308818,4,2697.107485
312.314988,11,2697.98042
229.0,1,2698.323704
224.169248,5,2698.841871
603.378019,29,2700.206882
634.02957,1,2700.873184
349.110541,8,2701.706897
356.665976,5,2702.506989
353.994321,6,2703.240464
229.0,1,2703.610773
629.983061,2,2704.320573
625.911621,7,2705.2472
626.542943,1,2705.906887
610.098874,16,2706.972578
634.301677,4,2707.723109
654.110303,9,2708.5728
614.253143,23,2709.822886
618.150965,14,2710.840879
622.061502,35,2712.378463
629.51662,5,2713.124315
627.456814,7,2713.945067
633.542434,8,2714.761419
225.428177,4,2715.187479
621.085323,12,2716.131949
223.161786,6,2716.595001
634.833491,2,2717.320617
224.091231,5,2717.785691
627.989277,3,2718.452699
576.454411,4,2719.15109
629.416664,6,2719.899613
632.42047,2,2720.601527
227.891145,2,2720.977455
624.329434,8,2721.790443
632.939605,6,2722.541605
226.69816,3,2722.932083
637.993379,3,2723.648012
302.052546,31,2724.96802
364.713187,11,2725.872395
638.731943,3,2726.536389
635.982971,3,2727.210098
211.393075,15,2727.910272
637.237714,2,2728.562828
636.757001,1,2729.231458
633.292929,1,2729.891303
579.587948,49,2731.711244
635.767856,4,2732.443006
626.511554,3,2733.160676
650.95972,11,2734.057765
637.407759,1,2734.703786
608.371875,27,2735.976463
656.710121,7,2736.756352
627.811181,6,2737.535266
641.5946,1,2738.16265
632.513541,1,2738.850305
225.455221,4,2739.286546
601.846398,25,2740.573438
638.252742,1,2741.217852
616.774474,12,2742.169162
636.058728,1,2742.862507
633.617715,3,2743.577664
347.412208,2,2744.188173
636.186627,1,2744.842878
638.612831,1,2745.432734
601.372379,31,2746.852271
633.841472,1,2747.503061
628.872091,9,2748.354338
634.636993,7,2749.164367
621.216178,11,2750.132298
321.59447,2,2750.732949
627.99195,1,2751.402309
625.839618,9,2752.259671
615.554141,19,2753.336258
626.836579,7,2754.157478
663.272173,3,2754.828145
633.301577,2,2755.567544
626.804234,2,2756.268011
638.031636,2,2756.950525
640.919516,2,2757.638437
341.445101,4,2758.290408
640.550361,1,2758.927258
633.684392,1,2759.564576
629.802586,5,2760.312361
659.126048,4,2761.020435
641.532653,1,2761.702086
226.481728,3,2762.102908
626.368076,13,2763.052708
631.993861,1,2763.696778
640.437512,1,2764.335826
229.0,1,2764.711306
222.988234,6,2765.179741
631.891869,1,2765.82499
636.722792,1,2766.457492
629.028586,6,2767.231909
641.700627,1,2767.874576
630.470992,7,2768.656514
633.200198,6,2769.423433
630.262587,29,2770.815059
217.637309,11,2771.42279
632.201842,1,2772.084553
664.015789,2,2772.747517
653.274225,9,2773.571152
634.144994,1,2774.229814
659.654639,3,2774.908467
578.091633,42,2776.623384
631.076367,8,2777.438778
635.105952,3,2778.140714
634.672732,2,2778.812466
628.386525,4,2779.559112
225.23231,4,2779.981716
665.830348,2,2780.666272
630.96629,4,2781.425812
620.483204,11,2782.343892
639.750545,1,2782.999294
634.11838,1,2783.780997
634.014364,1,2784.385139
229.0,1,2784.732188
224.459875,5,2785.191172
218.460739,10,2785.763974
335.571949,11,2786.590479
662.435505,2,2787.237238
637.14196,4,2787.909495
219.045689,9,2788.447688
634.86973,1,2789.22409
630.888437,4,2790.155416
637.697218,4,2790.983533
654.626388,8,2791.928936
636.868837,5,2792.782959
227.856125,2,2793.193952
628.217822,3,2793.985657
663.493346,4,2794.830183
636.604228,4,2795.60896
633.067669,3,2796.335227
229.0,1,2796.71292
630.875855,4,2797.469188
634.084094,5,2798.24747
630.593113,4,2799.007086
632.494109,3,2799.706669
326.136327,5,2800.408194
640.383626,2,2801.09467
619.473798,7,2801.874332
227.804236,2,2802.267038
632.251861,2,2802.950846
634.378354,2,2803.661852
621.464197,14,2804.638516
633.137096,1,2805.281538
655.241401,7,2806.136787
626.928691,7,2806.959174
229.0,1,2807.308686
638.415018,2,2807.985213
639.263334,1,2808.623711
631.705039,2,2809.287775
631.187253,4,2810.052023
219.452194,9,2810.592875
633.832695,2,2811.286843
633.313403,1,2811.919766
229.0,1,2812.262889
631.006129,4,2813.020461
572.698926,8,2813.882284
622.63963,11,2814.799017
630.558245,4,2815.552108
634.572584,1,2816.217522
602.479021,51,2818.387877
225.542544,4,2818.886038
624.017952,14,2819.963236
225.398546,4,2820.410609
619.383627,12,2821.257735
634.572537,4,2822.017177
227.813147,2,2822.391445
625.435114,9,2823.234223
632.567849,2,2823.902441
615.063975,15,2824.915508
628.18213,8,2825.69772
609.329247,21,2826.849352
629.470679,5,2827.61322
640.106965,2,2828.281103
634.353671,2,2828.972686
638.873885,3,2829.688574
346.754819,5,2830.382696
632.925278,2,2831.055334
226.749303,3,2831.46363
361.303082,2,2832.077721
665.21526,2,2832.762592
632.604888,2,2833.465923
631.968857,3,2834.159125
630.516801,2,2834.820324
625.02296,9,2835.661553
661.175465,3,2836.343027
229.0,1,2836.68911
629.145644,5,2837.48804
636.582655,5,2838.196681
229.0,1,2838.545114
659.956791,4,2839.288841
664.394963,1,2839.935154
638.284717,4,2840.660624
639.852593,1,2841.250402
634.475892,1,2841.887205
662.558605,1,2842.509866
225.508397,4,2842.938348
339.209671,1,2843.54964
629.880351,8,2844.3823
632.79001,1,2845.031976
660.959713,4,2845.732145
665.141171,2,2846.370149
629.14912,32,2847.743252
229.0,1,2848.107858
634.160577,1,2848.767613
663.09543,2,2849.424664
637.714128,2,2850.092638
662.533687,3,2850.745834
633.416478,5,2851.478679
633.382525,4,2852.194865
632.263214,4,2852.96922
634.018763,3,2853.652125
632.953503,3,2854.339654
229.0,1,2854.709068
620.675193,36,2856.207127
663.786807,1,2856.852228
229.0,1,2857.185515
636.868565,2,2857.852731
637.807213,1,2858.504851
229.0,1,2858.853989
628.996003,12,2859.782134
634.114336,1,2860.430445
630.474945,5,2861.223007
649.638065,11,2862.117378
229.0,1,2862.46771
632.60484,6,2863.201076
633.405918,2,2863.91439
229.0,1,2864.264212
631.79247,2,2864.94596
629.041089,9,2865.741701
334.656162,1,2866.342739
630.324596,2,2867.003208
653.664786,9,2867.862881
226.687332,3,2868.26417
628.663483,1,2868.862505
636.142295,1,2869.49996
629.240276,5,2870.284802
629.842136,3,2870.972935
662.836578,5,2871.705755
627.928944,6,2872.473521
627.853537,9,2873.31376
634.996108,5,2874.09183
224.473747,5,2874.52122
229.0,1,2874.871546
632.339175,4,2875.604556
226.726797,3,2876.028018
225.43648,4,2876.445073
229.0,1,2876.806996
632.000301,9,2877.69377
212.630688,15,2878.407584
636.13357,2,2879.072449
630.005909,5,2879.854987
663.411736,3,2880.528778
631.945706,1,2881.166594
640.140167,2,2881.840369
614.418393,16,2882.854007
632.376713,4,2883.57375
229.0,1,2883.913914
641.704567,19,2885.022912
227.883124,2,2885.416477
229.0,1,2885.78604
634.596165,4,2886.51961
229.0,1,2886.86087
611.274572,25,2888.111644
637.393727,3,2888.813608
630.370211,4,2889.546308
621.966564,6,2890.380951
226.704977,3,2890.785349
348.295399,6,2891.57428
634.885143,1,2892.253039
633.197069,4,2892.957391
617.423327,15,2893.968074
631.722322,3,2894.677835
633.412816,5,2895.444602
661.340527,5,2896.159959
633.180113,4,2896.884377
634.186357,1,2897.569781
631.25181,6,2898.2907
637.561226,1,2898.943897
635.607206,1,2899.584121
637.168806,3,2900.314931
631.606938,3,2901.062809
628.779281,4,2901.835795
636.98801,1,2902.488485
628.409506,5,2903.274227
227.628976,2,2903.65506
636.513888,1,2904.291152
633.630032,1,2904.951372
637.296317,2,2905.623806
630.596446,4,2906.397517
635.941787,3,2907.075644
633.283379,6,2907.839741
318.698922,1,2908.434945
632.798488,2,2909.118946
635.916242,1,2909.771203
629.466643,5,2910.550812
635.15653,4,2911.272692
629.044633,1,2911.876415
626.94335,8,2912.706703
632.258994,2,2913.398635
640.940753,2,2914.031393
631.77161,4,2914.783998
634.78544,1,2915.4364
633.180816,2,2916.104869
229.0,1,2916.462744
229.0,1,2916.827804
229.0,1,2917.177729
638.473995,2,2917.870311
627.935397,3,2918.562059
631.737948,2,2919.3144
660.446105,2,2919.966161
616.692415,10,2920.829239
628.325257,10,2921.687753
655.402554,7,2922.482753
630.781942,4,2923.19786
635.590985,1,2923.870382
628.222054,5,2924.598392
615.983602,18,2925.655755
636.767616,3,2926.327829
638.614813,1,2926.982494
636.920566,2,2927.64719
636.167522,1,2928.314599
362.178338,1,2928.907395
645.301578,17,2929.949881
623.183088,11,2930.84053
638.469793,1,2931.512684
634.528614,4,2932.22835
632.276626,2,2932.908272
639.798646,1,2933.550946
631.227761,4,2934.298468
630.612967,2,2934.976617
352.348664,5,2935.645924
619.84041,13,2936.619801
640.507574,1,2937.272188
661.192328,2,2937.939441
210.559015,17,2938.706893
227.857973,2,2939.08536
364.44648,1,2939.7057
619.066343,11,2940.630843
336.254137,1,2941.22447
220.56562,8,2941.742685
639.101816,1,2942.379253
634.738542,3,2943.080636
229.0,1,2943.430871
629.903229,3,2944.195751
222.053278,7,2944.701886
631.84608,3,2945.420849
662.821588,1,2946.041598
652.16257,8,2946.814914
347.269858,2,2947.448275
375.627472,2,2948.118966
624.732454,12,2949.043787
226.732641,3,2949.476146
633.450652,1,2950.130528
632.901526,2,2950.804743
320.531689,1,2951.379355
633.290653,1,2952.049178
635.868205,5,2952.781612
225.616957,4,2953.211771
634.057236,1,2953.832426
651.987958,10,2954.718595
632.096493,1,2955.417187
631.804087,3,2956.111435
653.47314,8,2956.914629
636.389756,2,2957.600556
659.066446,4,2958.31796
220.881749,8,2958.826572
223.198302,6,2959.30365
626.433083,7,2960.119564
229.0,1,2960.496536
226.636397,3,2960.892316
338.403459,4,2961.573762
637.601706,2,2962.284482
578.548686,1,2962.977322
633.243782,2,2963.637229
607.538612,21,2964.735873
229.0,1,2965.087159
226.614499,3,2965.490001
637.461495,1,2966.096202
366.381043,4,2966.764935
635.036684,3,2967.470076
648.714114,13,2968.405921
641.381482,2,2969.037994
624.036374,10,2969.946583
227.75049,2,2970.352057
629.045497,5,2971.119917
229.0,1,2971.481117
227.877704,2,2971.858966
628.385889,6,2972.640093
618.174717,12,2973.544316
633.576803,4,2974.320275
627.698216,6,2975.096114
628.12675,6,2975.870253
229.0,1,2976.254737
634.341583,1,2976.881513
635.151489,2,2977.551419
630.888687,1,2978.18978
642.526578,1,2978.796386
640.581464,1,2979.461695
636.861712,1,2980.144755
638.248476,1,2980.802097
229.0,1,2981.150485
623.834518,11,2982.086357
630.368481,4,2982.840144
638.61536,2,2983.545485
631.442549,3,2984.259609
637.380309,1,2984.950501
638.577823,1,2985.59673
635.287858,1,2986.27
633.597485,4,2986.991391
634.877434,1,2987.674707
227.885657,2,2988.059321
319.17439,1,2988.6892
640.21735,2,2989.325447
634.696913,2,2989.995523
628.687452,6,2990.775094
635.15867,3,2991.479061
598.079169,36,2993.004733
363.490741,1,2993.920708
636.282697,2,2994.575827
347.00212,4,2995.259265
630.830721,3,2995.980446
629.916741,5,2996.758995
229.0,1,2997.092639
198.136662,26,2998.099975
633.642186,3,2998.789454
627.923165,6,2999.57096
627.825594,6,3000.383754
633.145576,2,3001.075808
665.388801,1,3001.702632
630.297211,1,3002.406447
636.243336,5,3003.158642
229.0,1,3003.536465
624.380828,9,3004.39682
630.024068,1,3005.085425
356.57696,2,3005.787722
633.077494,4,3006.537486
636.508386,2,3007.166291
623.191306,8,3008.048155
335.908874,12,3008.983153
634.17508,1,3009.637699
630.394941,5,3010.43373
370.135851,2,3011.035426
635.610878,5,3011.766687
662.614602,2,3012.402684
360.762793,10,3013.24094
626.625056,11,3014.176179
225.592026,4,3014.609534
622.486343,14,3015.591413
660.819927,3,3016.303206
227.813679,2,3016.688563
626.873072,7,3017.482471
634.078356,1,3018.136282
229.0,1,3018.486186
229.0,1,3018.852496
634.533014,3,3019.521901
631.393966,4,3020.272913
631.43746,1,3020.896113
625.775395,8,3021.719154
637.923921,2,3022.399258
229.0,1,3022.768211
640.440226,2,3023.421922
640.302713,1,3024.096182
225.40845,4,3024.504473
634.175923,1,3025.182507
631.623686,4,3025.899601
638.68075,2,3026.505031
636.734534,2,3027.15325
637.328483,2,3027.854734
657.649849,4,3028.580754
361.277771,6,3029.294804
636.801286,2,3029.974857
633.02134,5,3030.719246
626.724177,9,3031.566009
633.60737,2,3032.281479
630.578693,8,3033.104145
218.329554,10,3033.687473
637.299764,5,3034.447044
657.494058,7,3035.224726
621.436711,17,3036.290085
628.888651,1,3036.939154
656.466269,6,3037.68691
637.181736,1,3038.336154
636.372712,1,3038.988087
368.614043,1,3039.586167
631.181964,4,3040.324958
632.896568,2,3041.022814
226.67695,3,3041.433989
639.15041,1,3042.109824
633.445648,3,3042.755074
633.492334,1,3043.441669
638.924631,1,3044.122048
610.658676,20,3045.263237
229.0,1,3045.612381
626.659214,9,3046.459857
661.94052,1,3047.084146
630.29273,8,3047.846714
632.855311,3,3048.586596
628.092113,9,3049.418511
227.887557,2,3049.81288
631.946975,2,3050.467564
229.0,1,3050.816937
640.647304,1,3051.461765
610.522458,17,3052.533029
631.272585,2,3053.198579
633.358376,28,3054.541497
639.515078,1,3055.208629
626.221529,12,3056.140003
637.08684,4,3056.913337
634.027101,1,3057.586896
634.357092,1,3058.264178
632.757356,3,3058.996656
630.333262,5,3059.798695
638.357988,1,3060.805054
633.003264,2,3061.688338
635.724765,1,3062.369127
227.821704,2,3062.773288
638.846495,2,3063.488574
633.714005,1,3064.167684
219.692964,9,3064.756485
227.836342,2,3065.206125
634.451276,1,3065.885608
640.156859,2,3066.583457
635.647463,6,3067.357907
636.438407,2,3068.058459
634.106608,2,3068.802771
633.20966,2,3069.48365
358.70865,1,3070.22306
635.107139,1,3070.865489
642.19178,1,3071.524437
633.83483,5,3072.278776
627.392666,2,3072.931951
632.595554,3,3073.640403
626.11167,7,3074.476602
229.0,1,3074.877877
229.0,1,3075.242401
656.129105,8,3076.071036
223.219542,6,3076.558085
630.035947,5,3077.341774
630.902878,1,3078.000707
627.232188,7,3078.846044
227.873681,2,3079.219569
357.904971,2,3079.852143
357.562641,1,3080.4585
630.976617,4,3081.189885
635.563612,1,3081.852664
662.163898,2,3082.502164
229.0,1,3082.868679
617.87362,8,3083.703747
338.340262,2,3084.293926
636.631496,3,3085.027229
628.159325,7,3085.796988
225.373267,4,3086.243762
641.143889,1,3086.88853
635.802714,1,3087.536519
632.644921,1,3088.184998
632.087889,3,3088.889277
644.274706,16,3089.905212
640.881994,2,3090.604916
621.086697,16,3091.607203
369.039317,1,3092.258601
632.933549,2,3092.942351
224.43713,5,3093.421734
622.313132,8,3094.225904
636.049058,1,3094.877866
344.702308,2,3095.500216
229.0,1,3095.849465
635.451111,4,3096.579668
358.264119,5,3097.298012
663.125773,2,3097.966739
629.727835,7,3098.726582
633.636723,2,3099.442148
628.736763,5,3100.20578
324.428163,3,3100.914834
621.084058,10,3101.814695
635.330776,2,3102.488733
639.246293,1,3103.157505
632.022318,2,3103.871597
632.977819,2,3104.574312
353.69868,5,3105.296952
633.270356,2,3105.949742
336.156503,1,3106.56691
226.64282,3,3106.98001
229.0,1,3107.334399
633.466371,2,3108.015122
638.179932,1,3108.651993
625.039715,9,3109.559993
630.794057,6,3110.315854
664.507292,2,3110.919362
344.91962,1,3111.54465
226.546026,3,3111.929301
662.706706,1,3112.57492
625.500807,7,3113.382583
224.272564,5,3113.814223
227.844785,2,3114.184476
227.837849,2,3114.590661
632.541938,2,3115.276026
626.852,3,3115.966912
637.328271,3,3116.680264
632.03771,3,3117.395829
659.202972,3,3118.112957
229.0,1,3118.462572
567.890545,6,3119.193268
629.826117,4,3119.907996
623.850489,5,3120.655484
227.803141,2,3121.021516
635.147301,2,3121.65854
625.265045,10,3122.470612
219.794248,9,3123.011302
636.732972,1,3123.666471
631.784222,3,3124.344167
229.0,1,3124.714685
630.49788,4,3125.483059
622.879863,5,3126.225925
595.805975,38,3127.797307
633.218948,3,3128.494607
660.76735,2,3129.197755
639.954235,1,3129.870811
626.464777,7,3130.661665
624.615831,2,3131.341522
662.555058,1,3131.985788
636.382544,1,3132.637635
633.033932,2,3133.335404
225.645599,4,3133.777015
229.0,1,3134.127487
629.992529,9,3135.005105
661.294877,2,3135.704243
350.155767,2,3136.324917
630.942446,4,3137.033551
226.685686,3,3137.421062
623.521564,4,3138.20737
227.779834,2,3138.57579
632.749958,2,3139.2571
631.49744,3,3139.955784
633.03525,2,3140.624506
634.435295,1,3141.27774
359.670691,3,3141.96526
629.460946,5,3142.744179
226.60851,3,3143.152544
637.59137,1,3143.79806
626.622112,13,3144.742137
636.570223,1,3145.364347
634.846764,1,3146.03897
617.77138,12,3146.974529
637.35554,1,3147.574334
632.871427,6,3148.316962
227.899737,2,3148.715241
632.225395,3,3149.41293
662.648772,4,3150.118068
633.18356,2,3150.825846
636.136023,1,3151.472704
657.40361,5,3152.212531
631.350387,3,3152.941507
355.422392,2,3153.579619
634.889127,1,3154.232389
638.54358,1,3154.870083
629.316649,5,3155.622748
637.89468,3,3156.339513
631.641117,3,3157.06156
633.237301,2,3157.72365
229.0,1,3158.076944
636.352917,2,3158.727455
229.0,1,3159.13092
636.020979,1,3159.785458
226.659599,3,3160.184681
630.724957,1,3160.852888
638.319767,1,3161.510261
633.985251,2,3162.206996
660.767183,2,3162.867204
634.479037,4,3163.556736
634.085283,4,3164.284832
229.0,1,3164.619488
226.691758,3,3165.037255
633.271935,3,3165.731724
225.405687,4,3166.176138
628.278223,5,3166.92714
635.043017,2,3167.625944
640.766669,1,3168.262709
227.779748,2,3168.621536
635.205051,1,3169.288419
346.941493,5,3169.955829
226.742209,3,3170.355366
648.142148,14,3171.333515
632.965223,2,3171.986495
618.828532,12,3172.946376
229.0,1,3173.306856
229.0,1,3173.661089
629.992262,3,3174.382969
229.0,1,3174.742225
635.705726,2,3175.477447
633.045248,2,3176.131854
635.937514,5,3176.902065
227.832035,2,3177.283178
637.428509,2,3177.910502
221.982787,7,3178.426003
623.386862,12,3179.349936
336.781558,2,3179.997106
229.0,1,3180.335889
225.5135,4,3180.792272
622.953048,11,3181.707294
626.716594,4,3182.371921
633.247886,2,3183.075139
632.050745,2,3183.787676
220.746213,8,3184.30144
633.307925,2,3185.012763
636.168526,3,3185.696223
635.527749,4,3186.442546
229.0,1,3186.791383
633.318983,3,3187.507735
632.042911,3,3188.162144
661.433188,2,3188.837866
221.974004,7,3189.351717
229.0,1,3189.718949
342.04596,11,3190.596359
627.049756,10,3191.451024
624.401508,3,3192.150275
226.77162,3,3192.574216
320.489472,1,3193.175875
229.0,1,3193.520965
662.382451,2,3194.205793
615.312915,11,3195.088963
636.883486,1,3195.751791
629.340363,10,3196.627613
637.450304,1,3197.287374
636.366053,1,3197.928965
634.554538,1,3198.605919
213.262865,14,3199.272196
222.285272,7,3199.781554
636.236908,1,3200.419044
638.721455,1,3201.074896
630.574814,6,3201.868404
639.592846,1,3202.532364
639.244384,1,3203.179281
630.101372,7,3203.924984
227.888755,2,3204.306921
650.36495,11,3205.212657
634.928635,5,3205.912363
641.351683,2,3206.555993
229.0,1,3206.912128
222.828749,6,3207.391838
633.877837,3,3208.071659
660.875102,3,3208.746779
229.0,1,3209.106114
631.928742,3,3209.791073
634.809998,1,3210.454714
631.726374,1,3211.062802
225.45489,4,3211.499666
635.811206,3,3212.207844
638.631965,1,3212.861826
224.42061,5,3213.338474
580.332896,2,3213.943988
633.580508,1,3214.582145
638.707806,1,3215.234212
637.740622,2,3215.869529
638.872285,1,3216.527965
632.493448,2,3217.200412
628.825975,10,3218.064888
226.609517,3,3218.496858
621.900947,6,3219.245813
635.890603,6,3219.986787
631.847019,3,3220.682329
633.630221,1,3221.370641
224.509733,5,3221.850765
229.0,1,3222.21304
229.0,1,3222.558611
225.667031,4,3222.981198
